'x','y','生态类型','瓦片类型'
24,93,land,default
24,94,land,default
24,95,land,default
24,96,land,default
24,97,land,default
24,98,land,default
24,99,land,default
25,0,land,stone
25,1,land,stone
25,2,land,stone
25,3,land,stone
25,4,land,stone
25,5,land,stone
25,6,land,stone
25,7,land,stone
25,8,land,stone
25,9,land,stone
25,10,land,stone
25,11,land,stone
25,12,land,stone
25,13,land,stone
25,14,land,stone
25,15,land,default
25,16,land,default
25,17,land,default
25,18,land,default
25,19,land,default
25,20,land,default
25,21,land,default
25,22,land,default
25,23,land,default
25,24,land,default
25,25,land,default
25,26,land,default
25,27,sea,water
25,28,sea,water
25,29,sea,water
25,30,sea,water
25,31,sea,water
25,32,land,default
25,33,land,default
25,34,land,default
25,35,land,default
25,36,land,default
25,37,land,default
25,38,sea,water
25,39,sea,water
25,40,sea,water
25,41,sea,water
25,42,sea,water
25,43,sea,water
25,44,sea,water
25,45,sea,water
25,46,sea,water
25,47,sea,water
25,48,sea,water
25,49,sea,water
25,50,sea,water
25,51,sea,water
25,52,sea,water
25,53,sea,water
25,54,sea,water
25,55,sea,water
25,56,sea,water
25,57,sea,water
25,58,sea,water
25,59,sea,water
25,60,sea,water
25,61,sea,water
25,62,sea,water
25,63,sea,water
25,64,sea,water
25,65,sea,water
25,66,sea,water
25,67,sea,water
25,68,sea,water
25,69,sea,water
25,70,sea,water
25,71,sea,water
25,72,sea,water
25,73,sea,water
25,74,sea,water
25,75,land,default
25,76,land,default
25,77,land,default
25,78,land,default
25,79,land,default
25,80,land,default
25,81,land,default
25,82,land,default
25,83,land,default
25,84,land,default
25,85,land,default
25,86,land,default
25,87,land,default
25,88,land,default
25,89,land,default
25,90,land,default
25,91,land,default
25,92,land,default
25,93,land,default
25,94,land,default
25,95,land,default
25,96,land,default
25,97,land,default
25,98,land,default
25,99,land,default
26,0,land,stone
26,1,land,stone
26,2,land,stone
26,3,land,stone
26,4,land,stone
26,5,land,stone
26,6,land,stone
26,7,land,stone
26,8,land,stone
26,9,land,stone
26,10,land,stone
26,11,land,stone
26,12,land,stone
26,13,land,stone
26,14,land,stone
26,15,land,default
26,16,land,default
26,17,land,default
26,18,land,default
26,19,land,default
26,20,land,default
26,21,land,default
26,22,land,default
26,23,land,default
26,24,land,default
26,25,land,default
26,26,land,default
26,27,land,default
26,28,sea,water
26,29,sea,water
26,30,sea,water
26,31,sea,water
26,32,sea,water
26,33,land,default
26,34,land,default
26,35,land,default
26,36,land,default
26,37,sea,water
26,38,sea,water
26,39,sea,water
26,40,sea,water
26,41,sea,water
26,42,sea,water
26,43,sea,water
26,44,sea,water
26,45,sea,water
26,46,sea,water
26,47,sea,water
26,48,sea,water
26,49,sea,water
26,50,sea,water
26,51,sea,water
26,52,sea,water
26,53,sea,water
26,54,sea,water
26,55,sea,water
26,56,sea,water
26,57,sea,water
26,58,sea,water
26,59,sea,water
26,60,sea,water
26,61,sea,water
26,62,sea,water
26,63,sea,water
26,64,sea,water
26,65,sea,water
26,66,sea,water
26,67,sea,water
26,68,sea,water
26,69,sea,water
26,70,sea,water
26,71,sea,water
26,72,sea,water
26,73,sea,water
26,74,sea,water
26,75,sea,water
26,76,land,default
26,77,land,default
26,78,land,default
26,79,land,default
26,80,land,default
26,81,land,default
26,82,land,default
26,83,land,default
26,84,land,default
26,85,land,default
26,86,land,default
26,87,land,default
26,88,land,default
26,89,land,default
26,90,land,default
26,91,land,default
26,92,land,default
26,93,land,default
26,94,land,default
26,95,land,default
26,96,land,default
26,97,land,default
26,98,land,default
26,99,land,default
27,0,land,stone
27,1,land,stone
27,2,land,stone
27,3,land,stone
27,4,land,stone
27,5,land,stone
27,6,land,stone
27,7,land,stone
27,8,land,stone
27,9,land,stone
27,10,land,stone
27,11,land,stone
27,12,land,stone
27,13,land,stone
27,14,land,stone
27,15,land,stone
27,16,land,default
27,17,land,default
27,18,land,default
27,19,land,default
27,20,land,default
27,21,land,default
27,22,land,default
27,23,land,default
27,24,land,default
27,25,land,default
27,26,land,default
27,27,land,default
27,28,land,default
27,29,sea,water
27,30,sea,water
27,31,sea,water
27,32,sea,water
27,33,sea,water
27,34,land,default
27,35,land,default
27,36,sea,water
27,37,sea,water
27,38,sea,water
27,39,sea,water
27,40,sea,water
27,41,sea,water
27,42,sea,water
27,43,sea,water
27,44,sea,water
27,45,sea,water
27,46,sea,water
27,47,sea,water
27,48,sea,water
27,49,sea,water
27,50,land,default
27,51,land,default
27,52,land,default
27,53,land,default
27,54,land,default
27,55,land,default
27,56,land,default
27,57,land,default
27,58,land,default
27,59,sea,water
27,60,sea,water
27,61,sea,water
27,62,sea,water
27,63,sea,water
27,64,sea,water
27,65,sea,water
27,66,sea,water
27,67,sea,water
27,68,sea,water
27,69,sea,water
27,70,sea,water
27,71,sea,water
27,72,sea,water
27,73,sea,water
27,74,sea,water
27,75,sea,water
27,76,sea,water
27,77,sea,water
27,78,land,default
27,79,land,default
27,80,land,default
27,81,land,default
27,82,land,default
27,83,land,default
27,84,land,default
27,85,land,default
27,86,land,default
27,87,land,default
27,88,land,default
27,89,land,default
27,90,land,default
27,91,land,default
27,92,land,default
27,93,land,default
27,94,land,default
27,95,land,default
27,96,land,default
27,97,land,default
27,98,land,default
27,99,land,default
28,0,land,stone
28,1,land,stone
28,2,land,stone
28,3,land,stone
28,4,land,stone
28,5,land,stone
28,6,land,stone
28,7,land,stone
28,8,land,stone
28,9,land,stone
28,10,land,stone
28,11,land,stone
28,12,land,stone
28,13,land,stone
28,14,land,stone
28,15,land,stone
28,16,land,default
28,17,land,default
28,18,land,default
28,19,land,default
28,20,land,default
28,21,land,default
28,22,land,default
28,23,land,default
28,24,land,default
28,25,land,default
28,26,land,default
28,27,land,default
28,28,land,default
28,29,land,default
28,30,sea,water
28,31,sea,water
28,32,sea,water
28,33,sea,water
28,34,sea,water
28,35,sea,water
28,36,sea,water
28,37,sea,water
28,38,sea,water
28,39,sea,water
28,40,sea,water
28,41,sea,water
28,42,sea,water
28,43,sea,water
28,44,sea,water
28,45,sea,water
28,46,sea,water
28,47,sea,water
28,48,land,stone
28,49,land,stone
28,50,land,stone
28,51,land,stone
28,52,land,stone
28,53,land,stone
28,54,land,stone
28,55,land,stone
28,56,land,default
28,57,land,default
28,58,land,default
28,59,land,default
28,60,land,default
28,61,land,default
28,62,sea,water
28,63,sea,water
28,64,sea,water
28,65,sea,water
28,66,sea,water
28,67,sea,water
28,68,sea,water
28,69,sea,water
28,70,sea,water
28,71,sea,water
28,72,sea,water
28,73,sea,water
28,74,sea,water
28,75,sea,water
28,76,sea,water
28,77,sea,water
28,78,sea,water
28,79,sea,water
28,80,land,default
28,81,land,default
28,82,land,default
28,83,land,default
28,84,land,default
28,85,land,default
28,86,land,default
28,87,land,default
28,88,land,default
28,89,land,default
28,90,land,default
28,91,land,default
28,92,land,default
28,93,land,default
28,94,land,default
28,95,land,default
28,96,land,default
28,97,land,default
28,98,land,default
28,99,land,default
29,0,land,stone
29,1,land,stone
29,2,land,stone
29,3,land,stone
29,4,land,stone
29,5,land,stone
29,6,land,stone
29,7,land,stone
29,8,land,stone
29,9,land,stone
29,10,land,stone
29,11,land,stone
29,12,land,stone
29,13,land,stone
29,14,land,stone
29,15,land,stone
29,16,land,stone
29,17,land,default
29,18,land,default
29,19,land,default
29,20,land,default
29,21,land,default
29,22,land,default
29,23,land,default
29,24,land,default
29,25,land,default
29,26,land,default
29,27,land,default
29,28,land,default
29,29,land,default
29,30,land,default
29,31,sea,water
29,32,sea,water
29,33,sea,water
29,34,sea,water
29,35,sea,water
29,36,sea,water
29,37,sea,water
29,38,sea,water
29,39,sea,water
29,40,sea,water
29,41,sea,water
29,42,sea,water
29,43,sea,water
29,44,sea,water
29,45,sea,water
29,46,land,stone
29,47,land,stone
29,48,land,stone
29,49,land,stone
29,50,land,stone
29,51,land,stone
29,52,land,stone
29,53,land,stone
29,54,land,stone
29,55,land,stone
29,56,land,stone
29,57,land,stone
29,58,land,stone
29,59,land,stone
29,60,land,default
29,61,land,default
29,62,land,default
29,63,land,default
29,64,land,default
29,65,sea,water
29,66,sea,water
29,67,sea,water
29,68,sea,water
29,69,sea,water
29,70,sea,water
29,71,sea,water
29,72,sea,water
29,73,sea,water
29,74,sea,water
29,75,sea,water
29,76,sea,water
29,77,sea,water
29,78,sea,water
29,79,sea,water
29,80,sea,water
29,81,land,default
29,82,land,default
29,83,land,default
29,84,land,default
29,85,land,default
29,86,land,default
29,87,land,default
29,88,land,default
29,89,land,default
29,90,land,default
29,91,land,default
29,92,land,default
29,93,land,default
29,94,land,default
29,95,land,default
29,96,land,default
29,97,land,default
29,98,land,default
29,99,land,default
30,0,land,stone
30,1,land,stone
30,2,land,stone
30,3,land,stone
30,4,land,stone
30,5,land,stone
30,6,land,stone
30,7,land,stone
30,8,land,stone
30,9,land,stone
30,10,land,stone
30,11,land,stone
30,12,land,stone
30,13,land,stone
30,14,land,stone
30,15,land,stone
30,16,land,stone
30,17,land,default
30,18,land,default
30,19,land,default
30,20,land,default
30,21,land,default
30,22,land,default
30,23,land,default
30,24,land,default
30,25,land,default
30,26,land,default
30,27,land,default
30,28,land,default
30,29,land,default
30,30,land,default
30,31,land,default
30,32,sea,water
30,33,sea,water
30,34,sea,water
30,35,sea,water
30,36,sea,water
30,37,sea,water
30,38,sea,water
30,39,sea,water
30,40,sea,water
30,41,sea,water
30,42,sea,water
30,43,sea,water
30,44,sea,water
30,45,land,stone
30,46,land,stone
30,47,land,stone
30,48,land,stone
30,49,land,stone
30,50,land,stone
30,51,land,stone
30,52,land,stone
30,53,land,stone
30,54,land,stone
30,55,land,stone
30,56,land,stone
30,57,land,stone
30,58,land,stone
30,59,land,stone
30,60,land,stone
30,61,land,stone
30,62,land,default
30,63,land,default
30,64,land,default
30,65,land,default
30,66,land,default
30,67,sea,water
30,68,sea,water
30,69,sea,water
30,70,sea,water
30,71,sea,water
30,72,sea,water
30,73,sea,water
30,74,sea,water
30,75,sea,water
30,76,sea,water
30,77,sea,water
30,78,sea,water
30,79,sea,water
30,80,sea,water
30,81,sea,water
30,82,sea,water
30,83,land,default
30,84,land,default
30,85,land,default
30,86,land,default
30,87,land,default
30,88,land,default
30,89,land,default
30,90,land,default
30,91,land,default
30,92,land,default
30,93,land,default
30,94,land,default
30,95,land,default
30,96,land,default
30,97,land,default
30,98,land,default
30,99,land,default
31,0,land,stone
31,1,land,stone
31,2,land,stone
31,3,land,stone
31,4,land,stone
31,5,land,stone
31,6,land,stone
31,7,land,stone
31,8,land,stone
31,9,land,stone
31,10,land,stone
31,11,land,stone
31,12,land,stone
31,13,land,stone
31,14,land,stone
31,15,land,stone
31,16,land,stone
31,17,land,default
31,18,land,default
31,19,land,default
31,20,land,default
31,21,land,default
31,22,land,default
31,23,land,default
31,24,land,default
31,25,land,default
31,26,land,default
31,27,land,default
31,28,land,default
31,29,land,default
31,30,land,default
31,31,land,default
31,32,sea,water
31,33,sea,water
31,34,sea,water
31,35,sea,water
31,36,sea,water
31,37,sea,water
31,38,sea,water
31,39,sea,water
31,40,sea,water
31,41,sea,water
31,42,sea,water
31,43,land,stone
31,44,land,stone
31,45,land,stone
31,46,land,stone
31,47,land,stone
31,48,land,stone
31,49,land,stone
31,50,land,stone
31,51,land,stone
31,52,land,stone
31,53,land,stone
31,54,land,stone
31,55,land,stone
31,56,land,stone
31,57,land,stone
31,58,land,stone
31,59,land,stone
31,60,land,stone
31,61,land,stone
31,62,land,stone
31,63,land,default
31,64,land,default
31,65,land,default
31,66,land,default
31,67,land,default
31,68,land,default
31,69,sea,water
31,70,sea,water
31,71,sea,water
31,72,sea,water
31,73,sea,water
31,74,sea,water
31,75,sea,water
31,76,sea,water
31,77,sea,water
31,78,sea,water
31,79,sea,water
31,80,sea,water
31,81,sea,water
31,82,sea,water
31,83,sea,water
31,84,land,default
31,85,land,default
31,86,land,default
31,87,land,default
31,88,land,default
31,89,land,default
31,90,land,default
31,91,land,default
31,92,land,default
31,93,land,default
31,94,land,default
31,95,land,default
31,96,land,default
31,97,land,default
31,98,land,default
31,99,land,default
32,0,land,stone
32,1,land,stone
32,2,land,stone
32,3,land,stone
32,4,land,stone
32,5,land,stone
32,6,land,stone
32,7,land,stone
32,8,land,stone
32,9,land,stone
32,10,land,stone
32,11,land,stone
32,12,land,stone
32,13,land,stone
32,14,land,stone
32,15,land,stone
32,16,land,stone
32,17,land,default
32,18,land,default
32,19,land,default
32,20,land,default
32,21,land,default
32,22,land,default
32,23,land,default
32,24,land,default
32,25,land,default
32,26,land,default
32,27,land,default
32,28,land,default
32,29,land,default
32,30,land,default
32,31,sea,water
32,32,sea,water
32,33,sea,water
32,34,sea,water
32,35,sea,water
32,36,sea,water
32,37,sea,water
32,38,sea,water
32,39,sea,water
32,40,sea,water
32,41,sea,water
32,42,land,stone
32,43,land,stone
32,44,land,stone
32,45,land,stone
32,46,land,stone
32,47,land,stone
32,48,land,stone
32,49,land,stone
32,50,land,stone
32,51,land,stone
32,52,land,stone
32,53,land,stone
32,54,land,stone
32,55,land,stone
32,56,land,stone
32,57,land,stone
32,58,land,stone
32,59,land,stone
32,60,land,stone
32,61,land,stone
32,62,land,stone
32,63,land,stone
32,64,land,stone
32,65,land,default
32,66,land,default
32,67,land,default
32,68,land,default
32,69,land,default
32,70,land,default
32,71,sea,water
32,72,sea,water
32,73,sea,water
32,74,sea,water
32,75,sea,water
32,76,sea,water
32,77,sea,water
32,78,sea,water
32,79,sea,water
32,80,sea,water
32,81,sea,water
32,82,sea,water
32,83,sea,water
32,84,sea,water
32,85,land,default
32,86,land,default
32,87,land,default
32,88,land,default
32,89,land,default
32,90,land,default
32,91,land,default
32,92,land,default
32,93,land,default
32,94,land,default
32,95,land,default
32,96,land,default
32,97,land,default
32,98,land,default
32,99,land,default
33,0,land,stone
33,1,land,stone
33,2,land,stone
33,3,land,stone
33,4,land,stone
33,5,land,stone
33,6,land,stone
33,7,land,stone
33,8,land,stone
33,9,land,stone
33,10,land,stone
33,11,land,stone
33,12,land,stone
33,13,land,stone
33,14,land,stone
33,15,land,stone
33,16,land,stone
33,17,land,default
33,18,land,default
33,19,land,default
33,20,land,default
33,21,land,default
33,22,land,default
33,23,land,default
33,24,land,default
33,25,land,default
33,26,land,default
33,27,land,default
33,28,land,default
33,29,land,default
33,30,sea,water
33,31,sea,water
33,32,sea,water
33,33,sea,water
33,34,sea,water
33,35,sea,water
33,36,sea,water
33,37,sea,water
33,38,sea,water
33,39,sea,water
33,40,sea,water
33,41,land,stone
33,42,land,stone
33,43,land,stone
33,44,land,stone
33,45,land,stone
33,46,land,stone
33,47,land,stone
33,48,land,stone
33,49,land,stone
33,50,land,stone
33,51,land,stone
33,52,land,stone
33,53,land,stone
33,54,land,stone
33,55,land,stone
33,56,land,stone
33,57,land,stone
33,58,land,stone
33,59,land,stone
33,60,land,stone
33,61,land,stone
33,62,land,stone
33,63,land,stone
33,64,land,stone
33,65,land,stone
33,66,land,default
33,67,land,default
33,68,land,default
33,69,land,default
33,70,land,default
33,71,land,default
33,72,land,default
33,73,sea,water
33,74,sea,water
33,75,sea,water
33,76,sea,water
33,77,sea,water
33,78,sea,water
33,79,sea,water
33,80,sea,water
33,81,sea,water
33,82,sea,water
33,83,sea,water
33,84,sea,water
33,85,sea,water
33,86,land,default
33,87,land,default
33,88,land,default
33,89,land,default
33,90,land,default
33,91,land,default
33,92,land,default
33,93,land,default
33,94,land,default
33,95,land,default
33,96,land,default
33,97,land,default
33,98,land,default
33,99,land,default
34,0,land,stone
34,1,land,stone
34,2,land,stone
34,3,land,stone
34,4,land,stone
34,5,land,stone
34,6,land,stone
34,7,land,stone
34,8,land,stone
34,9,land,stone
34,10,land,stone
34,11,land,stone
34,12,land,stone
34,13,land,stone
34,14,land,stone
34,15,land,stone
34,16,land,stone
34,17,land,default
34,18,land,default
34,19,land,default
34,20,land,default
34,21,land,default
34,22,land,default
34,23,land,default
34,24,land,default
34,25,land,default
34,26,land,default
34,27,land,default
34,28,land,default
34,29,land,default
34,30,sea,water
34,31,sea,water
34,32,sea,water
34,33,sea,water
34,34,sea,water
34,35,sea,water
34,36,sea,water
34,37,sea,water
34,38,sea,water
34,39,sea,water
34,40,land,stone
34,41,land,stone
34,42,land,stone
34,43,land,stone
34,44,land,stone
34,45,land,stone
34,46,land,stone
34,47,land,stone
34,48,land,stone
34,49,land,stone
34,50,land,stone
34,51,land,stone
34,52,land,stone
34,53,land,stone
34,54,land,stone
34,55,land,stone
34,56,land,stone
34,57,land,stone
34,58,land,stone
34,59,land,stone
34,60,land,stone
34,61,land,stone
34,62,land,stone
34,63,land,stone
34,64,land,stone
34,65,land,stone
34,66,land,stone
34,67,land,default
34,68,land,default
34,69,land,default
34,70,land,default
34,71,land,default
34,72,land,default
34,73,land,default
34,74,sea,water
34,75,sea,water
34,76,sea,water
34,77,sea,water
34,78,sea,water
34,79,sea,water
34,80,sea,water
34,81,sea,water
34,82,sea,water
34,83,sea,water
34,84,sea,water
34,85,sea,water
34,86,sea,water
34,87,sea,water
34,88,land,default
34,89,land,default
34,90,land,default
34,91,land,default
34,92,land,default
34,93,land,default
34,94,land,default
34,95,land,default
34,96,land,default
34,97,land,default
34,98,land,default
34,99,land,default
35,0,land,stone
35,1,land,stone
35,2,land,stone
35,3,land,stone
35,4,land,stone
35,5,land,stone
35,6,land,stone
35,7,land,stone
35,8,land,stone
35,9,land,stone
35,10,land,stone
35,11,land,stone
35,12,land,stone
35,13,land,stone
35,14,land,stone
35,15,land,stone
35,16,land,default
35,17,land,default
35,18,land,default
35,19,land,default
35,20,land,default
35,21,land,default
35,22,land,default
35,23,land,default
35,24,land,default
35,25,land,default
35,26,land,default
35,27,land,default
35,28,land,default
35,29,sea,water
35,30,sea,water
35,31,sea,water
35,32,sea,water
35,33,sea,water
35,34,sea,water
35,35,sea,water
35,36,sea,water
35,37,sea,water
35,38,sea,water
35,39,land,stone
35,40,land,stone
35,41,land,stone
35,42,land,stone
35,43,land,stone
35,44,land,stone
35,45,land,stone
35,46,land,stone
35,47,land,stone
35,48,land,stone
35,49,land,stone
35,50,land,stone
35,51,land,stone
35,52,land,stone
35,53,land,stone
35,54,land,stone
35,55,land,stone
35,56,land,stone
35,57,land,stone
35,58,land,stone
35,59,land,stone
35,60,land,stone
35,61,land,stone
35,62,land,stone
35,63,land,stone
35,64,land,stone
35,65,land,stone
35,66,land,stone
35,67,land,stone
35,68,land,default
35,69,land,default
35,70,land,default
35,71,land,default
35,72,land,default
35,73,land,default
35,74,land,default
35,75,land,default
35,76,sea,water
35,77,sea,water
35,78,sea,water
35,79,sea,water
35,80,sea,water
35,81,sea,water
35,82,sea,water
35,83,sea,water
35,84,sea,water
35,85,sea,water
35,86,sea,water
35,87,sea,water
35,88,sea,water
35,89,land,default
35,90,land,default
35,91,land,default
35,92,land,default
35,93,land,default
35,94,land,default
35,95,land,default
35,96,land,default
35,97,land,default
35,98,land,default
35,99,land,default
36,0,land,stone
36,1,land,stone
36,2,land,stone
36,3,land,stone
36,4,land,stone
36,5,land,stone
36,6,land,stone
36,7,land,stone
36,8,land,stone
36,9,land,stone
36,10,land,stone
36,11,land,stone
36,12,land,stone
36,13,land,stone
36,14,land,stone
36,15,land,stone
36,16,land,default
36,17,land,default
36,18,land,default
36,19,land,default
36,20,land,default
36,21,land,default
36,22,land,default
36,23,land,default
36,24,land,default
36,25,land,default
36,26,land,default
36,27,land,default
36,28,sea,water
36,29,sea,water
36,30,sea,water
36,31,sea,water
36,32,sea,water
36,33,sea,water
36,34,sea,water
36,35,sea,water
36,36,sea,water
36,37,sea,water
36,38,land,stone
36,39,land,stone
36,40,land,stone
36,41,land,stone
36,42,land,stone
36,43,land,stone
36,44,land,stone
36,45,land,stone
36,46,land,stone
36,47,land,stone
36,48,land,stone
36,49,land,stone
36,50,land,stone
36,51,land,stone
36,52,land,stone
36,53,land,stone
36,54,land,stone
36,55,land,stone
36,56,land,stone
36,57,land,stone
36,58,land,stone
36,59,land,stone
36,60,land,stone
36,61,land,stone
36,62,land,stone
36,63,land,stone
36,64,land,stone
36,65,land,stone
36,66,land,stone
36,67,land,stone
36,68,land,default
36,69,land,default
36,70,land,default
36,71,land,default
36,72,land,default
36,73,land,default
36,74,land,default
36,75,land,default
36,76,land,default
36,77,sea,water
36,78,sea,water
36,79,sea,water
36,80,sea,water
36,81,sea,water
36,82,sea,water
36,83,sea,water
36,84,sea,water
36,85,sea,water
36,86,sea,water
36,87,sea,water
36,88,sea,water
36,89,sea,water
36,90,land,default
36,91,land,default
36,92,land,default
36,93,land,default
36,94,land,default
36,95,land,default
36,96,land,default
36,97,land,default
36,98,land,default
36,99,land,default
37,0,land,stone
37,1,land,stone
37,2,land,stone
37,3,land,stone
37,4,land,stone
37,5,land,stone
37,6,land,stone
37,7,land,stone
37,8,land,stone
37,9,land,stone
37,10,land,stone
37,11,land,stone
37,12,land,stone
37,13,land,stone
37,14,land,stone
37,15,land,default
37,16,land,default
37,17,land,default
37,18,land,default
37,19,land,default
37,20,land,default
37,21,land,default
37,22,land,default
37,23,land,default
37,24,land,default
37,25,land,default
37,26,land,default
37,27,sea,water
37,28,sea,water
37,29,sea,water
37,30,sea,water
37,31,sea,water
37,32,sea,water
37,33,sea,water
37,34,sea,water
37,35,sea,water
37,36,sea,water
37,37,sea,water
37,38,land,stone
37,39,land,stone
37,40,land,stone
37,41,land,stone
37,42,land,stone
37,43,land,stone
37,44,land,stone
37,45,land,stone
37,46,land,stone
37,47,land,stone
37,48,land,stone
37,49,land,stone
37,50,land,stone
37,51,land,stone
37,52,land,stone
37,53,land,stone
37,54,land,stone
37,55,land,stone
37,56,land,stone
37,57,land,stone
37,58,land,stone
37,59,land,stone
37,60,land,stone
37,61,land,stone
37,62,land,stone
37,63,land,stone
37,64,land,stone
37,65,land,stone
37,66,land,stone
37,67,land,stone
37,68,land,stone
37,69,land,default
37,70,land,default
37,71,land,default
37,72,land,default
37,73,land,default
37,74,land,default
37,75,land,default
37,76,land,default
37,77,land,default
37,78,land,default
37,79,sea,water
37,80,sea,water
37,81,sea,water
37,82,sea,water
37,83,sea,water
37,84,sea,water
37,85,sea,water
37,86,sea,water
37,87,sea,water
37,88,sea,water
37,89,sea,water
37,90,sea,water
37,91,land,default
37,92,land,default
37,93,land,default
37,94,land,default
37,95,land,default
37,96,land,default
37,97,land,default
37,98,land,default
37,99,land,default
38,0,land,stone
38,1,land,stone
38,2,land,stone
38,3,land,stone
38,4,land,stone
38,5,land,stone
38,6,land,stone
38,7,land,stone
38,8,land,stone
38,9,land,stone
38,10,land,stone
38,11,land,stone
38,12,land,stone
38,13,land,stone
38,14,land,stone
38,15,land,default
38,16,land,default
38,17,land,default
38,18,land,default
38,19,land,default
38,20,land,default
38,21,land,default
38,22,land,default
38,23,land,default
38,24,land,default
38,25,land,default
38,26,land,default
38,27,sea,water
38,28,sea,water
38,29,sea,water
38,30,sea,water
38,31,sea,water
38,32,sea,water
38,33,sea,water
38,34,sea,water
38,35,sea,water
38,36,sea,water
38,37,land,stone
38,38,land,stone
38,39,land,stone
38,40,land,stone
38,41,land,stone
38,42,land,stone
38,43,land,stone
38,44,land,stone
38,45,land,stone
38,46,land,stone
38,47,land,stone
38,48,land,stone
38,49,land,stone
38,50,land,stone
38,51,land,stone
38,52,land,stone
38,53,land,stone
38,54,land,stone
38,55,land,stone
38,56,land,stone
38,57,land,stone
38,58,land,stone
38,59,land,stone
38,60,land,stone
38,61,land,stone
38,62,land,stone
38,63,land,stone
38,64,land,stone
38,65,land,stone
38,66,land,stone
38,67,land,stone
38,68,land,stone
38,69,land,stone
38,70,land,default
38,71,land,default
38,72,land,default
38,73,land,default
38,74,land,default
38,75,land,default
38,76,land,default
38,77,land,default
38,78,land,default
38,79,land,default
38,80,sea,water
38,81,sea,water
38,82,sea,water
38,83,sea,water
38,84,sea,water
38,85,sea,water
38,86,sea,water
38,87,sea,water
38,88,sea,water
38,89,sea,water
38,90,sea,water
38,91,sea,water
38,92,land,default
38,93,land,default
38,94,land,default
38,95,land,default
38,96,land,default
38,97,land,default
38,98,land,default
38,99,land,default
39,0,land,stone
39,1,land,stone
39,2,land,stone
39,3,land,stone
39,4,land,stone
39,5,land,stone
39,6,land,stone
39,7,land,stone
39,8,land,stone
39,9,land,stone
39,10,land,stone
39,11,land,stone
39,12,land,stone
39,13,land,stone
39,14,land,default
39,15,land,default
39,16,land,default
39,17,land,default
39,18,land,default
39,19,land,default
39,20,land,default
39,21,land,default
39,22,land,default
39,23,land,default
39,24,land,default
39,25,land,default
39,26,sea,water
39,27,sea,water
39,28,sea,water
39,29,sea,water
39,30,sea,water
39,31,sea,water
39,32,sea,water
39,33,sea,water
39,34,sea,water
39,35,sea,water
39,36,land,stone
39,37,land,stone
39,38,land,stone
39,39,land,stone
39,40,land,stone
39,41,land,stone
39,42,land,stone
39,43,land,stone
39,44,land,stone
39,45,land,stone
39,46,land,stone
39,47,land,stone
39,48,land,stone
39,49,land,stone
39,50,land,stone
39,51,land,stone
39,52,land,stone
39,53,land,stone
39,54,land,stone
39,55,land,stone
39,56,land,stone
39,57,land,stone
39,58,land,stone
39,59,land,stone
39,60,land,stone
39,61,land,stone
39,62,land,stone
39,63,land,stone
39,64,land,stone
39,65,land,stone
39,66,land,stone
39,67,land,stone
39,68,land,stone
39,69,land,stone
39,70,land,default
39,71,land,default
39,72,land,default
39,73,land,default
39,74,land,default
39,75,land,default
39,76,land,default
39,77,land,default
39,78,land,default
39,79,land,default
39,80,land,default
39,81,sea,water
39,82,sea,water
39,83,sea,water
39,84,sea,water
39,85,sea,water
39,86,sea,water
39,87,sea,water
39,88,sea,water
39,89,sea,water
39,90,sea,water
39,91,sea,water
39,92,sea,water
39,93,land,default
39,94,land,default
39,95,land,default
39,96,land,default
39,97,land,default
39,98,land,default
39,99,land,default
40,0,land,default
40,1,land,default
40,2,land,stone
40,3,land,stone
40,4,land,stone
40,5,land,stone
40,6,land,stone
40,7,land,stone
40,8,land,stone
40,9,land,stone
40,10,land,stone
40,11,land,stone
40,12,land,default
40,13,land,default
40,14,land,default
40,15,land,default
40,16,land,default
40,17,land,default
40,18,land,default
40,19,land,default
40,20,land,default
40,21,land,default
40,22,land,default
40,23,land,default
40,24,land,default
40,25,sea,water
40,26,sea,water
40,27,sea,water
40,28,sea,water
40,29,sea,water
40,30,sea,water
40,31,sea,water
40,32,sea,water
40,33,sea,water
40,34,sea,water
40,35,land,stone
40,36,land,stone
40,37,land,stone
40,38,land,stone
40,39,land,stone
40,40,land,stone
40,41,land,stone
40,42,land,stone
40,43,land,stone
40,44,land,stone
40,45,land,stone
40,46,land,stone
40,47,land,stone
40,48,land,stone
40,49,land,stone
40,50,land,stone
40,51,land,stone
40,52,land,stone
40,53,land,stone
40,54,land,stone
40,55,land,stone
40,56,land,stone
40,57,land,stone
40,58,land,stone
40,59,land,stone
40,60,land,stone
40,61,land,stone
40,62,land,stone
40,63,land,stone
40,64,land,stone
40,65,land,stone
40,66,land,stone
40,67,land,stone
40,68,land,stone
40,69,land,stone
40,70,land,stone
40,71,land,default
40,72,land,default
40,73,land,default
40,74,land,default
40,75,land,default
40,76,land,default
40,77,land,default
40,78,land,default
40,79,land,default
40,80,land,default
40,81,land,default
40,82,sea,water
40,83,sea,water
40,84,sea,water
40,85,sea,water
40,86,sea,water
40,87,sea,water
40,88,sea,water
40,89,sea,water
40,90,sea,water
40,91,sea,water
40,92,sea,water
40,93,sea,water
40,94,land,default
40,95,land,default
40,96,land,default
40,97,land,default
40,98,land,default
40,99,land,default
41,0,land,default
41,1,land,default
41,2,land,default
41,3,land,default
41,4,land,stone
41,5,land,stone
41,6,land,stone
41,7,land,stone
41,8,land,stone
41,9,land,stone
41,10,land,default
